Marker Name,Accession,Code.Class,FC1D4.001.B2W2,FC1D4.002.B2W4,FC1D4.004.B1W1,FC1D4.007.B1W1,FC1D4.008.B4W1,FC1D4.010.B1W1,FC1D4.012.B1W1,FC1D4.013.B4W1,FC1D4.015.B2W2,FC1D4.016.B2W4,FC1D4.018.B2W2,FC1D4.020.B2W2,FC2D4.001.B2W4,FC2D4.003.B1W1,FC2D4.006.B1W1,FC2D4.007.B2W4,FC2D4.009.B1W1,FC2D4.011.B1W1,FC2D4.012.B4W1,FC2D4.014.B1W1,FC2D4.015.B2W4,FC2D4.017.B1W1,FC2D4.018.B2W4,FC2D4.020.B2W4,FC3D5.001.B4W1,FC3D5.003.B2W4,FC3D5.006.B2W2,FC3D5.008.B1W1,FC3D5.009.B2W2,FC3D5.011.B2W2,FC3D5.013.B1W1,FC3D5.014.B2W2,FC3D5.015.B4W1,FC3D5.017.B2W2,FC3D5.019.B2W2,FC3D5.021.B1W1,FC4D5.002.B2W2,FC4D5.003.B4W1,FC4D5.006.B2W4,FC4D5.008.B2W2,FC4D5.009.B2W4,FC4D5.011.B2W4,FC4D5.013.B2W2,FC4D5.014.B2W4,FC4D5.016.B1W1,FC4D5.017.B2W4,FC4D5.019.B2W4,FC4D5.021.B2W2,FC5D5.002.B4W1,FC5D5.004.B2W2,FC5D5.006.B4W1,FC5D5.008.B2W4,FC5D5.009.B4W1,FC5D5.011.B4W1,FC5D5.013.B2W4,FC5D5.015.B1W1,FC5D5.016.B2W2,FC5D5.018.B1W1,FC5D5.020.PRE,FC5D5.021.B2W4
PTGS1,NM_000962.2,Endogenous,4.030336078,2.937344392,4.285402219,4.332707934,3.966245873,6.009436756,4.040015679,6.363521544,5.205548911,3.6622055,5.780310099,3.708187236,4.74899785,3.415488271,6.227471546,4.196921734,5.100136671,4.672425342,3.995484519,5.409730354,5.116863758,5.606146078,4.763411574,3.718087584,4.608217853,4.552745937,4.566206293,4.841973119,4.77452353,4.376429311,4.404630684,5.315058966,3.833902077,5.268658955,4.884109451,5.599020177,4.958842675,4.750606505,6.487357715,4.264536431,5.537606691,4.816599707,5.111448698,5.291677223,4.115199749,6.149340669,5.573495715,5.917431755,4.329123596,4.526694846,5.477677328,5.137093609,4.319762428,4.985044962,5.135863165,5.680042993,4.871350841,5.338424415,6.17951105,4.111031312
PTGS2,NM_000963.1,Endogenous,3.116031993,3.838951767,5.755421735,4.028569152,2.220329955,6.563615766,5.13422094,4.110196178,5.205548911,1.735522177,5.021479727,2.871843649,3.760220946,3.09085343,5.87036472,6.879215637,5.049195106,3.772941338,3.570462931,4.705977902,5.420549772,3.853995647,6.00495076,4.084064265,4.435628594,3.998195503,5.480265122,4.478324711,4.34978987,4.148120631,5.008540672,4.7322692,3.298658316,4.257764969,4.698218478,5.891176125,4.443606651,6.065443063,6.71630504,5.859969548,5.988684687,5.031659854,5.346247774,2.918386234,4.389566812,4.857483428,5.909533115,4.168321116,3.913607512,3.587364991,6.571069998,4.651338766,4.245647774,3.936402378,5.995710629,5.803227036,3.463360886,5.150965784,6.841218374,2.715893371
PTK2,NM_005607.3,Endogenous,6.45795538,8.266692856,6.204571144,5.804776378,6.062208078,5.701826258,5.024585638,7.40173285,6.441118245,6.355439197,6.506684448,4.949067966,6.297741678,6.350497247,6.891783703,6.528258743,6.739443098,6.11727946,5.408032466,6.409051439,6.423410093,6.779653702,7.156740421,5.542567608,5.927185358,6.902314812,6.181102551,6.374517881,6.030556792,5.394376945,7.076067339,6.420718183,5.63314055,6.778471434,6.954312652,6.94976836,8.450056494,7.002590016,6.567727963,6.13401553,6.331633567,5.904484098,7.013350592,6.157447996,7.145779337,7.47037417,7.103602544,7.616842866,7.56208975,6.218974857,6.262846543,6.607922067,5.830356747,6.097189387,6.708325207,6.500961352,7.037821465,7.120289725,6.451046223,5.012568674
RAC1,NM_198829.1,Endogenous,10.14810792,8.057396116,10.09148828,10.07155622,8.147001356,10.18141319,10.35938719,7.149645518,10.12205145,10.04156333,9.835734632,10.26234154,9.168095426,10.29984907,9.838573653,9.06627759,10.15680361,10.51823022,10.38151051,10.16211435,9.956172844,9.937829878,8.318587999,10.3619657,10.26814428,9.904905525,10.1568668,10.32500182,10.4820718,10.46770743,9.999718196,10.31685849,10.15462827,9.696585074,10.05105936,9.766926382,8.784798407,7.782146424,8.916327351,10.06151971,8.776334327,10.29456332,9.964456394,10.29994063,10.21816361,7.661991815,10.21856324,9.932864335,9.144556282,10.19287224,10.00572278,7.302593232,10.31266744,10.0045997,9.60734881,10.27124124,10.01801931,9.962158568,10.23111315,10.14773916
RAF1,NM_002880.2,Endogenous,10.96394367,10.66247256,10.88704541,10.91934008,10.88938988,10.65684492,10.99744061,11.06536901,10.81655171,10.76922626,10.77142344,10.72996056,10.710772,10.83944002,11.00858269,10.69240627,10.9286072,10.8494051,10.79314808,10.66323787,10.78729859,10.77734574,10.67392737,10.50843856,10.86739458,10.89283118,10.88114456,10.92547285,10.77103546,10.9756832,10.9709471,10.82530068,10.9172751,10.59059641,10.83072118,10.84422714,10.82340705,10.58166194,10.747144,10.74481702,9.880654918,10.85570167,10.69554151,10.57107,10.9086328,10.2641728,10.69642859,10.87782859,10.75995474,10.87203611,11.00073243,10.4908609,10.98761931,11.0814901,10.72199632,10.83899902,10.88306326,10.61402882,10.77681956,10.32879833
RAPGEF2,NM_014247.2,Endogenous,7.844172206,7.93032339,8.261154673,7.913128768,8.684503184,8.351513494,8.426851779,7.616254761,7.884109451,8.073016847,7.833396134,7.781359714,8.068885737,7.740050563,7.851873945,7.715481584,7.764606243,7.865980657,8.077777073,7.72396805,8.01664117,8.128767677,8.404630684,7.936637939,8.374648286,7.498250868,7.518771163,8.565749479,8.154007948,7.900866808,7.887220615,7.726558779,8.085180305,7.894696523,7.655137126,7.804131021,8.042097095,7.583834955,7.884414764,8.489045125,7.979625258,8.043136678,7.661421833,7.561249753,8.039796408,7.515226746,7.818773885,7.73653723,8.131651214,8.002196183,7.910252963,7.991011569,7.867896464,7.950410089,8.040234917,8.142158125,8.067004043,7.539081245,8.067972078,7.407947519
RELA,NM_021975.2,Endogenous,8.596189756,7.730028515,8.886519664,8.847527203,8.010444185,8.65814006,9.125465133,8.443150765,8.942514505,9.001942948,8.302684614,9.046223651,8.174526265,8.797175142,8.586351928,8.521011464,8.98430452,9.11668185,9.10922995,8.909053017,8.987661942,9.007756141,8.619743126,8.947081667,9.066735029,8.401391545,8.803969637,9.279935528,9.157346935,9.033835928,8.875749351,8.877222774,9.182493675,8.903399863,9.070469833,8.711873427,8.108681263,7.842664622,8.115979992,9.137887713,8.649399901,9.108289216,8.832193809,8.997010074,9.195027642,7.900383817,9.183064641,8.921751695,8.503428247,9.163221961,8.840305863,7.644649454,9.268986378,8.819476595,8.557387113,8.965899696,9.14090644,8.970709884,9.016306878,8.359222452
RELB,NM_006509.2,Endogenous,7.428527675,8.286049437,7.878234879,7.416333089,7.402585758,7.864433796,7.109882878,11.69916466,7.828263448,7.439955517,7.443938115,7.703903573,7.413289427,7.529664802,8.252428906,7.844360543,7.357024093,8.042753761,7.214319121,7.511515479,7.414896604,7.896695681,10.98447542,8.1094128,7.417261817,7.498250868,7.637349411,7.328046556,6.930500811,8.015526561,7.683415747,7.254650728,7.445428759,7.719594172,7.358695151,7.89087224,7.841281284,8.846900693,7.968263589,7.679831933,8.232181058,8.22886678,8.154109243,7.417683769,7.711770204,8.688110405,7.747924416,8.135452784,7.801934646,8.06786455,7.767588594,8.079484784,7.423830251,8.762913504,7.557042415,7.514832384,7.975905274,7.595369386,7.687620632,7.389652848
RHOA,NM_001664.2,Endogenous,10.51237505,9.202564648,10.58975413,10.76170081,10.47414194,10.68896711,10.83863668,8.551362204,10.81706359,10.67698842,10.57703222,10.7551296,10.57712666,10.68696443,10.35827757,10.66596651,10.85362925,10.90321154,10.66311331,10.82780315,10.663567,10.55492455,9.819316918,10.8090848,10.5685832,10.36580844,10.72848177,10.53934301,10.67712941,10.87705402,10.67484548,10.60688634,10.5402443,10.52617643,10.6875594,10.64658571,10.75573884,9.299414103,10.50442177,10.86242814,10.05644805,10.86133509,10.45638522,10.69510647,10.71434856,7.93374966,10.83042806,10.41787361,10.32611485,10.62084296,10.6172746,8.455121694,10.85627767,10.90891796,10.66732447,10.68091329,10.58892072,10.35616582,10.86627437,10.65252235
RIPK1,NM_003804.3,Endogenous,10.99770169,10.63178639,11.09571348,11.10558118,11.21089047,11.13884774,11.03643465,11.15386866,10.90649981,10.94739586,11.14243897,10.86236615,10.98208091,11.04494049,11.07418161,11.26730755,11.01820018,11.19229281,10.89913786,11.00833057,11.06357709,10.97616312,11.15690471,10.70452619,11.06610938,11.19975208,10.91413843,11.06749486,10.96429754,11.16721741,11.04170706,11.19398729,11.15735325,10.96888995,10.90436367,11.00420642,11.00777015,10.54345722,10.9492285,10.8986694,10.29204549,11.12634956,11.07201198,10.94992882,10.97775931,10.22421879,10.88352154,11.0173304,10.99768053,10.81946861,11.13084724,10.72829469,11.05550614,11.39850857,10.90638707,10.90512372,10.85207689,10.98796032,10.86793506,10.50377606
RIPK2,NM_003821.5,Endogenous,8.633794454,8.070818638,8.435711927,8.777912804,8.413839452,9.49097118,8.8066785,8.198788792,8.593316418,8.606664301,8.772050592,8.504342313,9.220257393,8.955475553,8.303369795,8.679867112,9.244054568,8.702519029,8.754753913,8.974185117,8.454381555,8.926651806,9.021812824,8.500084988,8.61640181,8.77893132,8.668211333,8.780047576,8.816343705,8.677120596,8.870087252,8.787935199,8.484702077,8.755622021,8.714108112,8.83882574,8.725911533,8.036338483,8.575841746,9.162542388,7.652988339,8.612979044,8.635863199,8.888621497,8.884811574,7.72062049,8.69901713,9.09976859,8.446338951,8.35372026,8.37894506,8.057883449,8.94880523,8.562967406,8.615298579,8.405907293,8.622088436,8.765236364,8.346646694,8.632813486
ROCK2,NM_004850.3,Endogenous,10.06447333,10.27196485,9.961912672,9.815623458,10.46763612,9.946043615,9.990855615,8.350320435,9.909653115,9.828596677,10.10087255,9.778323583,10.45504975,9.772710456,10.465546,10.22395342,9.821598616,9.860062694,10.00192888,9.870857864,9.947709984,10.09453959,9.250724767,9.713249027,10.054238,10.16706684,9.703142239,9.948148182,9.797240003,9.705908805,9.771951586,9.878403494,9.954472607,10.16858438,9.713936336,9.966923564,10.01789408,10.65728272,10.19197218,9.891145739,10.46147945,9.814998953,9.93777104,9.743925562,9.689281686,11.82516551,9.812642616,9.920278411,9.906920651,9.622600964,10.02153525,11.02555487,9.979082166,9.837359867,10.02091051,9.641907236,9.715653176,9.84323015,9.674774879,9.316892426
RPS6KA5,NM_004755.2,Endogenous,9.78404587,10.52506072,9.88122105,9.486412708,10.3683755,9.01806105,9.043328099,10.34097389,9.44126352,9.801190997,10.02507033,9.165107985,9.922837094,9.396112383,10.06565847,10.11090085,9.480992104,9.195692087,9.251174666,9.833190544,9.769027856,9.897694222,10.19959874,8.831497268,9.778340011,9.965625579,9.414854333,9.587983735,9.277589625,9.050501697,9.665176004,9.547029465,9.996289874,9.949914233,9.54689446,9.861986371,10.02077164,10.5905122,9.962100714,9.401519544,9.541619377,9.254579871,9.781425289,9.253942007,9.962823724,11.08363888,9.536771737,9.994197844,9.951546999,9.48695566,9.947096283,10.79187104,9.505315356,9.74242734,9.696272084,9.470353832,9.892148128,9.903911964,9.394334068,8.562585882
SHC1,NM_001130040.1,Endogenous,9.344939428,9.857638936,9.771522483,9.568754184,10.39995078,10.1394874,9.864046822,9.336037859,9.820418328,9.651607847,9.465484779,9.615556075,9.803792093,9.56732868,9.688669941,9.791553633,9.414664097,9.870503434,9.741652368,9.775560901,9.685992693,9.59406329,9.416354203,9.481315089,10.09473751,9.214537694,9.514615439,10.15627273,9.918952658,9.877820922,9.753684755,9.716922324,9.842224613,9.655477057,9.625526212,9.789680352,9.77463883,9.811679739,9.684029723,10.04999826,10.21138947,9.867726616,9.298658316,9.712475413,9.843968146,9.641546029,9.629156232,9.881848126,10.12910267,9.866428937,9.689945572,9.635573027,9.966188183,9.985813481,9.694357887,9.742309436,9.779916297,9.513924942,9.742562075,9.494515616
SMAD7,NM_005904.2,Endogenous,10.39813443,9.496434386,10.07013436,10.82094479,10.7199107,10.59397929,11.07440241,10.80611457,10.52237556,9.792367345,10.73762762,10.44416595,10.72555372,10.89668055,10.81603964,10.8801498,10.22290355,10.79899824,10.86431771,10.45975947,10.64589256,10.39898946,11.15138446,10.29371304,10.38779117,10.66328235,10.71356695,10.47821346,10.18904618,10.84222461,10.31955923,10.45652897,10.58660526,10.38102375,10.30392912,10.2448395,9.750506016,10.5772211,10.69774081,10.59653455,11.08341284,10.98580637,9.791407116,10.57502864,9.746766225,10.54387282,10.44653539,10.24191167,10.27435486,9.66403833,10.37097069,10.35567044,10.45489558,10.4961747,10.02243717,10.21577565,9.404290064,10.48589973,10.37473522,9.068966327
STAT1,NM_007315.2,Endogenous,11.16924858,11.85355128,11.50793831,11.16052696,11.12728505,11.27070413,10.98420482,8.90144015,11.92027097,11.10187721,11.48787017,12.19563058,11.33475932,11.01902772,11.2580124,13.99957111,11.69921672,11.17605469,11.40105549,11.07762355,11.9901217,11.6563757,9.573211663,12.7137087,11.54038962,12.05832664,11.61378946,11.19678652,12.0545738,11.60599335,11.43920236,11.5477043,11.7683084,11.57856611,11.85553038,11.36275479,12.29497678,12.26669871,11.94416665,11.23959853,11.90858402,10.8655477,12.23313131,11.02905942,11.12096358,11.20149297,11.76353192,11.81251427,12.34826064,11.82638562,11.34889963,11.01997984,12.24009366,11.04006364,11.17536242,12.11969984,11.83377956,11.37852246,12.18308946,11.45057206
STAT2,NM_005419.2,Endogenous,10.80708922,12.03552769,11.00859669,10.85017902,11.17995884,10.81324409,10.91758093,10.14070198,11.11890864,11.2694014,11.07638139,11.13805416,11.10792321,10.83859729,11.52121763,13.68178196,10.98979184,11.0222499,11.02964613,11.0410773,11.16342954,11.04627141,10.66039708,11.34717842,11.08405097,10.99698184,11.14237514,10.90318894,10.99147933,10.97295825,11.13293022,11.13693345,11.18062404,11.1175522,11.17352099,11.19762831,11.37944877,11.75353016,11.58646922,10.72941681,11.11886323,10.93195631,11.13798374,10.96808355,11.18532147,12.24427166,11.2189688,11.18717884,11.35906868,11.17056981,11.16518966,11.82942941,11.155495,11.07535212,11.13987106,11.38206197,11.27313703,10.98093213,11.01969497,10.71821605
STAT3,NM_139276.2,Endogenous,11.92663698,11.96702807,11.78244952,11.96899072,12.14454672,11.80600176,11.99980979,12.9016796,11.88109101,11.66450062,11.88173344,11.97937518,12.3333818,11.75944299,11.98210231,12.5590759,12.06506602,12.08581434,11.92143931,12.01842276,11.92737428,11.94748718,12.22518936,12.05483491,11.88128606,11.90518766,11.80642879,11.86543558,11.77542098,12.1000118,11.9486556,12.04442827,11.84451747,11.9249906,11.93387504,11.94681126,12.36732465,12.45161037,12.01444945,11.89231512,12.14003409,11.99988729,11.91857631,11.94738855,11.85908048,12.1335982,11.97342114,11.79366427,12.16965259,11.81392145,11.86845605,12.15938889,12.02749137,12.07979142,11.97713679,11.99376988,11.86409326,11.83135079,12.02455101,11.39953963
TBXA2R,NM_001060.3,Endogenous,4.731183242,7.350762424,4.5360529,3.486714373,5.427941333,4.596935142,3.228049048,4.110196178,4.550285049,4.604664415,5.208283138,3.177917792,5.301587647,4.558879853,5.652199648,4.284662185,4.82527683,3.772941338,4.169123281,5.535119822,4.909293086,4.524815928,4.874796966,3.948600847,3.742006211,4.698774109,4.618238656,4.255500733,4.732811872,3.22650853,5.164303583,4.95373085,3.537296067,4.257764969,5.008988783,4.791814071,5.935459748,5.359310317,4.872336288,4.069530325,6.944272818,4.187451054,4.831370588,4.527946099,4.189033824,7.110091752,5.168722254,4.474436043,5.56193706,4.925999419,5.091699834,6.66618849,4.951867504,4.422233001,5.781097381,4.269033146,4.457462965,5.338424415,4.182692298,3.792855352
TCF4,NM_003199.1,Endogenous,5.772941338,4.207111961,4.814037648,4.862451391,5.849749117,4.770829046,4.556429415,5.471837762,5.393004257,3.57167681,6.881542269,3.82984956,6.130107179,5.593652558,6.891783703,5.290571851,5.149340669,4.623515741,4.591559746,6.015916772,4.963936452,5.676662335,6.00495076,2.82374936,5.808385051,5.773205157,6.463851293,4.478324711,5.995936704,4.428276414,5.55059289,5.887768949,4.080657663,5.407352751,4.3652726,5.866907978,5.374343989,5.78633498,6.768184325,5.700717133,4.946262984,5.109778429,5.233811384,5.658211483,4.818134761,5.602290585,4.332707934,5.12763328,4.254745198,3.972692654,5.933336576,6.157650097,5.167518504,4.277984747,5.691813297,5.003602237,4.627023106,6.929080835,5.051807107,3.321928095
TGFB1,NM_000660.3,Endogenous,11.58752908,11.95407996,11.71367004,11.74366895,12.90593412,12.43058584,12.10686061,12.75548015,11.65888536,11.52756009,11.77193508,11.51310578,12.71164332,11.73281187,12.30610727,12.2286173,11.45278691,11.92838513,11.77522343,11.98960383,11.6968415,11.71634363,12.64113731,11.40978338,11.98531541,11.46866986,11.71986793,12.05205174,11.77126661,11.9135402,11.76882115,11.69122008,11.61244465,11.68452948,11.53248256,11.80009908,12.12135867,12.93531609,12.50814388,12.2968474,13.42395365,12.04110469,11.35693059,11.73687965,11.34023957,12.94299642,11.66858365,11.40835628,12.42622019,11.39975323,11.70566262,12.67760514,11.73856097,11.98765839,11.95768611,11.46649457,11.30728051,11.91666324,11.7828631,10.86631302
TGFB2,NM_003238.2,Endogenous,4.239550797,3.997292408,4.610581958,4.505255801,4.047887329,3.822730148,3.725741157,6.541948425,3.648465443,3.6622055,5.450221496,3.770829046,3.918386234,4.004501392,5.728736843,4.521050737,4.631686366,3.240314329,3.3950628,4.121844298,4.963936452,4.362469889,5.478971805,3.541019153,3.313245852,4.106850796,3.40599236,3.250961574,3.252476214,3.22650853,3.586164246,3.738767837,3.921245889,4.257764969,3.173127433,3.444932049,3.634593268,5.588564737,4.739308071,4.264536431,4.282439805,3.866907978,4.271276259,3.028569152,4.037382222,5.832383717,3.999098034,5.812241495,4.177120503,3.972692654,3.722466024,5.434294618,4.08491466,3.836934011,3.937344392,3.878725341,4.044394119,5.911691582,3.026800059,3.258518925
TGFB3,NM_003239.2,Endogenous,5.901832306,7.379898164,6.104755987,5.804776378,7.386897147,6.125981654,6.499686464,6.363521544,6.024585638,5.620879611,6.506684448,5.639810978,6.630376347,6.14689956,6.424418266,6.205744385,6.291124643,5.847996907,6.204179852,6.119563684,6.235918488,5.90014226,6.00495076,5.394033895,6.052241981,6.292965755,5.761019265,6.733218743,5.828834649,5.839707698,6.336461928,6.178714641,6.234003066,5.857483428,6.245647774,5.938285792,6.528727582,7.290111029,6.380071387,6.057233635,6.253232939,5.882398504,5.955126781,5.692092375,6.031439309,8.09011242,5.740118043,5.812241495,6.56208975,5.923862268,6.125568452,7.585413272,6.301404738,6.539158811,6.160274831,5.654206378,6.018589668,5.722466024,5.431957188,4.51412226
TGFBR1,NM_004612.2,Endogenous,10.75468711,10.9189303,10.13327067,10.77962908,10.93253958,10.83844759,10.84722964,9.261530815,10.77388097,9.989550612,10.17569924,10.36588497,11.36811354,10.90073853,10.67817757,10.63170455,10.56398749,10.9866598,10.84685369,11.07633462,10.68917683,10.32111635,9.492554236,10.27082091,11.15888735,10.88523116,10.73218439,10.92784461,11.04329392,10.92355034,10.75053951,10.96807635,10.70596063,10.33402741,10.56133568,10.557569,10.62152078,11.09972257,10.78548516,10.95271941,11.33416712,10.96110236,10.13078933,10.9048679,10.17012536,10.9202933,10.50803243,10.28181414,10.62228066,10.16658993,10.70119381,10.78530533,10.97407754,10.80064919,10.56190843,10.61601578,10.03817825,10.57723998,10.48749841,9.613715809
TLR1,NM_003263.3,Endogenous,9.419538892,9.300993107,8.50589093,8.65988889,8.842256047,8.69090592,8.971141153,8.059128108,9.415762891,9.019340528,9.506208389,9.435649428,9.753534341,9.258589588,9.237042613,8.908692838,8.788685711,9.611688801,8.947812242,9.458796201,9.735995958,9.40397066,8.545929769,9.817799107,9.533835852,9.253422058,9.467381385,8.609658941,8.768382847,9.536033467,9.072936483,9.715412941,9.24688308,9.297053818,9.202931899,9.511416645,9.415467144,9.121663017,9.178864001,8.628409085,8.393218826,9.639268346,8.832193809,9.642069749,8.754520102,9.166916252,8.967255084,9.217594253,9.001914808,8.636153312,9.367305535,8.805711633,8.691010646,9.397931279,9.438937362,9.586389462,8.712664557,9.181500152,9.41563615,8.995767151
TLR2,NM_003264.3,Endogenous,5.297925053,5.597531174,6.725332171,5.900383817,3.966245873,6.248496886,4.809414444,6.455491621,6.523875551,5.477353527,6.316326792,4.360364277,5.242983516,5.493775408,8.158811626,6.698357406,6.832763456,6.134836993,5.773468928,5.535119822,5.298291731,6.857732233,7.065766163,4.477677328,6.324090516,6.583308465,6.146084939,5.703211467,5.661920579,6.209453366,6.415995221,5.909293086,4.735522177,6.672566776,6.084489525,7.193476079,6.607626221,6.462379572,6.866907978,6.183089461,5.492814573,6.318859106,6.153805336,6.421054947,5.768713657,5.602290585,6.877130729,6.955591792,5.707911254,5.833902077,6.697523639,5.137093609,4.855491443,7.335211682,6.367021533,7.263410059,5.624393382,6.775182264,5.89772447,4.541019153
TLR3,NM_003265.2,Endogenous,7.844172206,6.451540833,6.869254527,7.73437092,6.211985606,7.658925511,8.154362449,5.787380222,7.864433796,7.39394812,6.93557761,8.052078919,7.302867361,6.97349648,7.244221105,8.167970028,7.524815928,8.651912745,8.264724074,7.710737568,7.815511387,7.732133499,6.565749479,8.129128434,7.719936359,7.340473255,7.86505274,7.532706572,7.511515479,8.380634221,7.368069877,7.696202521,7.370338677,7.646882673,7.500324049,7.523169866,6.374865602,6.013908845,7.192687344,7.397546293,5.988684687,8.101397952,7.6395216,7.841910239,7.615004242,5.759688488,7.649615459,7.616842866,6.483170853,7.007868243,7.45310598,6.515699838,7.497372855,7.766197597,7.104651167,7.455902539,7.25143507,7.219071692,7.466382409,7.617651119
TLR4,NM_138554.2,Endogenous,4.239550797,4.207111961,6.320484678,6.04701482,3.341985747,6.173127433,4.389566812,5.471837762,6.543805176,3.9800253,6.796623709,4.234194723,5.357903839,5.386810946,8.352529026,7.445842554,6.396604781,6.373996142,5.661635602,4.651338766,5.797272432,6.309067021,6.943335318,4.427606173,5.860466259,6.759954742,6.054197294,5.217230716,5.395748328,6.403267722,6.644865723,6.280585203,4.828326926,7.381629467,6.550131104,7.323820391,6.052676724,7.956521363,7.192687344,6.083213368,5.492814573,6.679198571,5.882398504,6.317050764,5.354381632,6.544887178,6.506367093,7.304511042,4.254745198,4.739848103,6.051807107,5.840714991,4.390254956,7.108210793,5.918863237,7.703765179,5.329482431,6.638942669,6.586014083,4.51412226
TLR5,NM_003268.3,Endogenous,4.86393845,6.27686883,7.027574304,5.837438715,5.043956873,4.399854674,3.725741157,5.471837762,5.436628267,7.201633861,5.998872454,6.784111324,4.250961574,4.800641097,5.801417366,6.088099184,6.223808659,4.672425342,3.995484519,4.904965719,4.963936452,5.236492618,4.97819563,5.839203788,4.998195503,5.441284272,5.393004257,4.945326777,5.886550147,4.973611276,5.985955755,5.346602375,4.473786912,6.038918989,5.695158678,5.656782364,6.528727582,5.846744023,5.209453366,5.129695157,5.492814573,5.14689956,6.272583133,4.945794957,7.252570826,5.602290585,6.024585638,6.351557662,6.274261661,7.097610797,5.61205756,4.865918815,5.855491443,5.9380505,5.892391026,6.021923839,6.986865972,5.04745114,7.080977374,3.382667253
TLR6,NM_006068.2,Endogenous,6.842350343,6.197314999,6.204571144,6.04701482,6.247168,7.131651214,7.350762424,5.92243574,6.503666755,6.727648222,7.347665656,7.088311236,6.607330314,7.942690433,7.763743526,6.314515271,6.706944902,6.813781191,7.428695157,7.843983844,6.623662052,7.146390476,7.472244052,6.757289992,6.847996907,7.667253498,7.11779892,7.13401553,6.874428132,6.491372118,6.73457415,7.671434917,6.300306796,7.300947363,6.693626342,6.67058544,6.638073837,6.834028535,6.850874416,6.921721947,5.398829182,6.967399199,6.579240501,7.943276704,6.947899886,6.40888166,7.013573919,7.486312138,6.292965755,6.52277767,7.277891787,6.515699838,6.711770204,7.108210793,6.693068724,6.558114539,6.483009577,7.195052257,7.088523257,6.181102551
TLR7,NM_016562.3,Endogenous,4.030336078,4.140778656,4.19061486,4.028569152,4.460742564,3.46727948,3.725741157,4.110196178,4.769771739,4.650190123,4.247168,4.438958148,5.464341533,4.854993017,5.571373436,5.728192635,5.372952098,4.765004246,4.591559746,4.904965719,4.009884589,4.980939266,5.955126781,4.704871964,4.185866545,4.207892852,3.145677455,4.478324711,4.111865964,3.949534933,4.340562269,3.830863757,4.080657663,4.440952198,3.434294618,4.628190335,5.181500152,4.983221651,4.739308071,4.792855352,4.652486495,4.11353382,4.667892125,4.736063628,5.534808661,5.516645558,5.265286858,6.494255587,4.177120503,3.885574364,4.453517579,5.499845887,3.698218478,4.837943242,4.942514505,5.003602237,4.516015147,5.338424415,4.393690764,4.111031312
TLR8,NM_016610.2,Endogenous,3.912649865,4.270528942,6.130313146,5.930973826,3.206330648,6.109987319,4.389566812,6.159669547,6.235535607,3.748461233,5.998872454,4.095080492,3.918386234,4.958378712,8.144913113,6.314515271,6.269033146,5.516330387,5.755421735,4.904965719,4.292045492,6.535119822,5.903520374,4.375734539,6.03716255,7.018033223,6.128045891,5.816599707,5.594249948,6.209453366,6.086613947,5.991408467,3.833902077,7.359046707,6.176123271,7.113325443,5.753016129,6.773205157,6.189824559,6.785419772,4.946262984,6.029673735,6.024585638,6.35948603,6.183089461,5.602290585,6.493134922,7.304511042,5.094658343,4.881664619,6.262846543,5.052241981,4.319762428,6.703765179,5.691813297,7.271929844,4.958378712,5.722466024,6.106641452,4.430954271
TLR9,NM_017442.2,Endogenous,4.925999419,5.670160514,4.934988202,3.783456654,5.231125158,4.231893162,3.725741157,6.159669547,3.788685711,4.297191417,5.591260525,3.994579724,4.250961574,4.097610797,5.936402378,4.723558561,4.407352751,3.477677328,4.464014725,4.039138394,4.528571319,5.45318831,5.406672716,3.799087306,4.340562269,3.753818443,3.90303827,4.172327492,4.646162657,4.20867332,4.404630684,3.533563348,4.290571851,4.257764969,3.931683057,4.154615611,4.636334602,5.183486514,4.807354922,4.914086097,4.568640195,4.11353382,5.72492307,3.991861931,4.61999983,6.030777472,4.272023189,5.812241495,5.094658343,4.467931546,4.3950628,5.3652726,4.521050737,4.029452886,5.135863165,4.519793486,4.627023106,5.788163657,4.66106548,3.440952198
TNF,NM_000594.2,Endogenous,8.059885201,8.692231894,8.14654322,8.594697827,8.674863133,10.20995286,8.288127816,8.171927354,8.496813841,8.802807137,8.23969399,8.387845013,8.004220466,7.910852562,8.616842866,8.751242769,8.871628066,8.852404663,7.721372659,8.656460617,8.551400659,8.413881753,8.792822824,8.101450482,8.061992154,8.50422312,8.042644337,8.715756121,9.211206929,8.422821667,8.147357583,7.319762428,8.516409186,8.172327492,8.196626714,8.538538164,8.238309193,8.380331184,8.454175893,8.459472604,8.481839786,8.096662452,7.955533674,8.098874287,8.478162893,7.139039668,8.309976492,8.959161564,8.772446547,8.320935901,8.305377786,7.715344295,8.687515659,7.864433796,8.578334949,8.557080719,8.414135533,9.156765698,8.113325443,7.8946359
