Marker Name,Accession,Code.Class,FC1D4.001.B2W2,FC1D4.002.B2W4,FC1D4.004.B1W1,FC1D4.007.B1W1,FC1D4.008.B4W1,FC1D4.010.B1W1,FC1D4.012.B1W1,FC1D4.013.B4W1,FC1D4.015.B2W2,FC1D4.016.B2W4,FC1D4.018.B2W2,FC1D4.020.B2W2,FC2D4.001.B2W4,FC2D4.003.B1W1,FC2D4.006.B1W1,FC2D4.007.B2W4,FC2D4.009.B1W1,FC2D4.011.B1W1,FC2D4.012.B4W1,FC2D4.014.B1W1,FC2D4.015.B2W4,FC2D4.017.B1W1,FC2D4.018.B2W4,FC2D4.020.B2W4,FC3D5.001.B4W1,FC3D5.003.B2W4,FC3D5.006.B2W2,FC3D5.008.B1W1,FC3D5.009.B2W2,FC3D5.011.B2W2,FC3D5.013.B1W1,FC3D5.014.B2W2,FC3D5.015.B4W1,FC3D5.017.B2W2,FC3D5.019.B2W2,FC3D5.021.B1W1,FC4D5.002.B2W2,FC4D5.003.B4W1,FC4D5.006.B2W4,FC4D5.008.B2W2,FC4D5.009.B2W4,FC4D5.011.B2W4,FC4D5.013.B2W2,FC4D5.014.B2W4,FC4D5.016.B1W1,FC4D5.017.B2W4,FC4D5.019.B2W4,FC4D5.021.B2W2,FC5D5.002.B4W1,FC5D5.004.B2W2,FC5D5.006.B4W1,FC5D5.008.B2W4,FC5D5.009.B4W1,FC5D5.011.B4W1,FC5D5.013.B2W4,FC5D5.015.B1W1,FC5D5.016.B2W2,FC5D5.018.B1W1,FC5D5.020.PRE,FC5D5.021.B2W4
AGER,NM_001136.3,Endogenous,7.31732216,9.391329526,7.784569416,7.207795263,8.618936044,7.573647187,7.339404658,6.774128144,7.367108924,8.130158673,7.406162479,7.975102789,7.875227153,7.114367025,8.199672345,7.699468346,7.748729567,7.621832103,7.484540972,7.593054922,7.472731449,7.672849602,8.140574178,7.374604819,7.662347939,6.887159677,7.071676874,7.954079959,7.640461867,7.29351763,7.984475425,7.335658323,7.624174022,7.300947363,7.829215325,7.670514628,8.521050737,8.932864335,7.468827655,7.636479619,8.7669595,7.293241719,7.864000378,7.147306699,7.984076615,9.661617789,7.661564349,8.199328805,8.24598046,7.814806743,7.732608394,9.444766441,7.861707287,7.616475329,8.156234798,7.625781889,8.022201339,7.684538249,7.830356747,7.096346199
ALOX12,NM_000697.1,Endogenous,2.885574364,2.114367025,3.070389328,2.61117238,2.477677328,4.72900887,2.895302621,3.566815154,4.383358695,2.503348735,4.408032466,2.625270489,2.86393845,2.671293372,4.826802684,3.357552005,4.040892431,3.363171077,2.831877241,4.121844298,4.375039431,3.970853654,4.642701572,3.541019153,2.845991771,2.855989697,3.816599707,3.667892125,3.252476214,2.475084883,2.891419187,3.738767837,2.845991771,3.929790998,3.173127433,4.377123749,3.508428653,3.675815931,5.397118409,3.247927513,3.250961574,3.193771743,4.023255352,4.284662185,2.687060688,4.990501111,4.831370588,5.293149737,3.814550423,3.061776198,3.901108243,4.399854674,3.997292408,3.198494154,3.294253136,4.335569006,3.339137385,3.070389328,5.307428525,2.715893371
ALOX15,NM_001140.3,Endogenous,3.489286023,3.838951767,4.285402219,2.61117238,3.966245873,3.564378169,4.432959407,4.503984704,4.143230135,3.748461233,4.065227623,4.360364277,4.6622055,4.958378712,5.394719913,4.591559746,4.631686366,4.851998837,4.418864577,4.5360529,3.901108243,4.980939266,6.144862143,4.147306699,3.099295204,3.880685525,3.519793486,3.403267722,3.469885976,3.10433666,3.346247774,2.841973119,4.354028938,4.047887329,3.752748591,4.56924803,5.544423562,5.78633498,5.158660175,4.352617299,5.956056652,4.257010618,5.346247774,4.193771743,5.534808661,5.683134985,5.441616269,5.698774109,4.70763522,4.054848477,4.269781238,6.607922067,4.08491466,3.488000771,4.302319051,4.682573297,4.396433531,4.814037648,4.292045492,3.440952198
ALOX5,NM_000698.2,Endogenous,7.860093742,9.262423761,8.927274264,7.500084988,6.264348763,7.72369507,6.179112901,8.116603883,8.517118185,8.435753591,9.066331414,6.573950084,7.657068301,7.796948107,10.31240652,8.583195621,7.87835751,8.0519702,7.316326792,8.057666877,7.555202634,8.904724928,9.676732846,6.453682186,7.819987442,9.084542674,8.09423607,7.032100843,7.511515479,7.882398504,8.327058563,8.145932146,6.091699834,9.427585223,8.265099288,9.310362844,8.873659424,9.94525361,8.65158991,8.112230972,7.788946667,8.271836493,8.074676686,8.306107271,8.87369018,9.475632115,8.302364751,8.909083028,8.079004695,8.333289548,7.94128241,8.387414242,6.951750965,8.749266084,8.358651201,8.947344717,9.032018168,8.466463984,8.15010267,6.445097638
AREG,NM_001657.2,Endogenous,7.106013238,6.229587923,7.585938995,6.68846014,7.632631752,8.575728316,8.097821455,8.551362204,6.198297695,5.169524197,7.156234798,5.869871406,9.503627006,8.504540947,7.868884273,6.776498832,5.63691458,6.373996142,6.864928972,6.534497434,6.020368851,7.231029129,9.609880519,5.007644031,8.13442632,6.486231678,7.532472817,6.789859641,7.119356177,7.830356747,6.180903709,8.577542124,5.607330314,7.027905997,5.814294058,7.203201156,7.161786932,7.394805642,8.865547703,8.007139425,6.709979832,7.276496666,6.433960931,5.477029653,6.070818638,9.900051666,4.651912745,6.799346388,7.926414608,7.304602303,8.359969132,7.687480667,6.319401167,9.062262053,6.597829098,6.314696526,5.676662335,7.195052257,6.575312331,4.828834649
ARG1,NM_000045.2,Endogenous,3.64385619,3.9202933,3.440952198,3.313245852,3.341985747,4.399854674,3.982765463,5.067810784,4.510329019,4.297191417,4.065227623,4.684818738,4.830863757,5.007644031,5.081510068,4.901590992,3.815575429,4.893362211,4.851499202,4.950468414,4.009884589,5.188638295,6.272209861,4.375734539,3.410069692,3.458119481,3.816599707,3.667892125,3.568032105,2.970853654,3.883620816,4.077242999,3.298658316,4.524189078,4.01346226,3.891419187,4.958842675,5.274261661,4.038260575,4.264536431,4.282439805,3.95419631,3.344828497,4.527946099,5.185073638,4.710944155,5.064796646,6.351557662,3.176322773,3.473786912,3.982765463,5.217230716,3.168321116,4.116863758,5.09000653,5.003602237,4.396433531,4.682011391,4.292045492,3.495695163
ATF2,NM_001880.2,Endogenous,9.988457473,10.55089105,9.867958222,10.02811327,10.24665748,10.02419776,9.878924544,9.97958239,9.788359449,9.999436337,9.948367232,9.669505174,10.10857673,9.686903165,10.20271156,10.26247074,10.00643829,9.911571752,9.940372332,9.985187311,10.03658575,9.792172096,10.02346329,9.760803098,9.994183698,9.947490835,9.789615151,10.02386522,10.05663772,9.861412639,9.921364918,9.906514845,9.944155663,10.04316403,9.820178962,9.890811455,10.22723085,10.39231742,9.954647082,9.817319467,9.965091625,9.980710829,9.854603501,9.869732631,9.929657869,10.78951734,9.853465514,10.09844009,10.02577631,9.699537752,9.955969502,10.64739546,10.04190551,10.10173936,10.0254995,9.853387537,9.773913932,9.976363636,9.793424485,9.616089314
BCL2L1,NM_138578.1,Endogenous,9.919682718,9.757189968,9.528219666,9.935223994,10.12792986,10.29057185,9.926459086,9.762581361,9.926859322,9.042945232,9.781490862,9.728362723,10.69924276,10.00922679,10.71859281,10.56832668,10.03779402,10.17983447,9.554799869,10.21812727,9.560619434,9.790185563,10.25210953,9.600526229,9.832684352,9.995922575,9.987377718,9.860000598,9.717093744,10.1471922,9.868560223,10.3678297,9.396347899,9.586670932,9.625526212,9.92644426,9.945326777,10.67193906,10.70665142,10.05823531,10.38233222,9.833743989,9.444828546,10.02809945,9.271136167,9.799427341,9.444994147,9.731454808,9.906920651,9.397439334,10.05617706,10.02624677,9.827247421,9.88648918,9.717196587,10.03905612,9.189033824,10.269454,9.896559463,9.12649799
BCL6,NM_001706.2,Endogenous,7.132576843,8.057396116,7.839959587,7.405481882,8.595257481,8.663664835,8.067004043,9.323887927,7.795325387,7.201633861,7.714863683,7.404460384,8.030446439,7.521207816,8.073391816,8.13868138,6.975905274,7.917312401,7.960639126,7.449066085,8.116655862,7.804969929,8.651374646,6.990728004,8.120237877,6.96127604,7.135760581,8.139755975,7.673697747,7.612205037,7.994919089,7.485185284,8.330782459,7.719594172,7.326968712,7.613384311,7.97819563,8.410578549,7.645946582,8.204228769,8.515818087,7.806710718,7.234194723,7.275007047,7.532550739,8.987605102,7.588564737,8.022201339,8.386940245,7.270715808,7.708739041,8.976707312,7.355086762,8.053925882,7.7465815,8.183585761,7.327148408,7.266130621,7.529118164,6.77925972
BIRC2,NM_001166.3,Endogenous,11.14013317,10.82214059,11.00945775,11.00966769,10.72459059,11.1913307,10.90165132,10.24107746,11.05341006,11.11761713,11.06582674,10.85118684,10.79663182,11.041269,11.01050013,10.89686215,11.28414741,11.03159094,10.91902717,11.1492708,11.19666974,10.96384255,10.6329316,10.75362626,11.11794174,11.01014343,11.10170654,11.14820963,11.30046124,11.00480333,11.32828784,11.32376411,11.07045642,11.00478928,11.16178063,11.16693508,11.09523217,10.24884077,10.93603424,11.05755858,10.25731712,10.92390682,11.25431413,11.0041432,11.15923434,10.04470831,11.2189688,11.17398313,10.95813217,11.09684031,11.23723984,10.24525558,11.30015233,11.1965468,11.20798433,11.071221,11.16900424,10.9862047,10.97017062,10.51859415
C1QA,NM_015991.2,Endogenous,3.64385619,2.582556003,2.841973119,2.883620816,2.477677328,2.680324357,2.462052319,2.682573297,2.070389328,2.289834465,3.85698569,2.485426827,2.86393845,2.671293372,4.123500664,5.202809492,3.221877081,2.788685711,3.084064265,2.280956314,2.994579724,3.257010618,3.572889668,1.333423734,1.906890596,1.807354922,2.422233001,2.885574364,2.498250868,2.970853654,2.891419187,2.435628594,3.012568674,3.3305584,2.448900951,2.570462931,3.370164281,3.675815931,3.321928095,2.214124805,2.3950628,2.46727948,2.827819025,2.671293372,2.87774425,3.608809243,3.085764554,3.780310099,2.327687364,3.061776198,2.827819025,3.708187236,3.456806149,3.028569152,2.702657543,4.519793486,2.883620816,4.5360529,2.584962501,3.321928095
C1QB,NM_000491.3,Endogenous,3.314696526,1.411426246,3.267535798,3.642701572,3.054848477,3.822730148,2.62058641,5.283921772,2.889473543,1.735522177,3.613531653,1.952333566,2.698218478,2.40599236,4.123500664,4.284662185,3.548436625,4.017921908,2.963474124,2.543495883,2.767654798,3.257010618,4.204766751,2.970853654,3.099295204,3.283921772,3.519793486,3.078951341,2.03562391,3.339137385,3.211012193,2.435628594,2.657640005,2.627606838,2.855989697,3.307428525,3.046141782,4.128458384,3.321928095,3.051372102,2.739848103,2.687060688,4.023255352,3.224966365,3.331991778,3.906890596,1.807354922,3.780310099,3.007195501,2.482848283,2.163498732,3.914564523,1,2.61117238,2.702657543,5.083213368,3.463360886,4.682011391,2.403267722,4.541019153
C1R,NM_001733.4,Endogenous,6.45795538,6.423914268,6.448240225,5.930973826,5.826802684,6.527789752,5.927659461,8.059128108,6.198297695,6.149543909,6.506684448,6.080657663,6.983221651,6.775445674,7.163800604,6.395919659,6.027242536,6.791944272,6.331454428,5.757289992,6.343052435,6.554128344,7.134528999,7.058099988,6.348551126,6.506208389,6.390770849,5.7322692,5.788946667,6.883865155,6.563310692,6.088099184,6.091699834,6.121637118,6.04592344,6.613384311,5.807612523,7.22342255,6.528102429,6.183089461,7.040782866,7.038699551,7.174426394,6.338424415,5.990728004,7.621539096,5.987320866,6.624100895,6.073606041,5.879705766,6.107478647,6.828199968,6.473299871,7.031439309,6.738497644,6.363696745,5.751945682,6.527633387,5.844737144,7.523405133
C1S,NM_001734.2,Endogenous,4.506525779,5.063934306,5.464668267,3.486714373,5.266036894,4.810957159,4.250203656,5.638073837,4.292045492,4.969472865,4.408032466,4.234194723,5.412104045,5.349082146,5.485748821,5.412781525,4.699329526,4.672425342,5.04220656,4.758089934,4.528571319,4.980939266,6.598573638,4.375734539,3.742006211,4.474436043,3.98550043,4.545968369,4.23572706,3.63343121,5.23610989,4.150559677,4.080657663,4.440952198,4.426264755,4.444269502,5.006298024,5.960233672,5.209453366,4.660495132,5.492814573,4.670160514,5.233811384,4.09592442,5.148527425,5.901590992,5.064796646,6.684958962,5.094658343,4.054848477,4.851998837,5.840714991,4.245647774,5.159871337,4.8899602,4.781884235,5.080231272,5.338424415,4.778734244,4.593353771
C2,NM_000063.3,Endogenous,3.64385619,3.997292408,4.681449265,2.883620816,3.687060688,3.125981654,2.62058641,6.623662052,3.720278465,3,4.685379552,3.350497247,3.918386234,4.097610797,5.394719913,5.247168,3.932628157,3.859969548,3.084064265,3.858975614,4.375039431,3.853995647,3.815575429,3.541019153,3.883620816,3.458119481,2.82984956,3.078951341,3.365972428,3.339137385,3.69265037,3.999098034,3.537296067,4.351910961,3.548436625,3.444932049,4.636334602,4.311067102,4.34269696,3.960697039,4.173127433,3.3305584,4.271276259,4.145677455,3.456806149,5.224580566,3.6622055,4.474436043,3.913607512,3.587364991,4.060047384,4.255500733,4.08491466,3.836934011,3.122672719,5.043956873,2.693765712,4.5360529,3.460742564,3.258518925
C3,NM_000064.2,Endogenous,3.489286023,3.343407822,2.841973119,3.642701572,3.206330648,2.992768431,2.62058641,3.566815154,2.759155834,2.289834465,3.85698569,1.722466024,2.698218478,3.09085343,4.334139179,2.49057013,2.192194165,2.788685711,3.084064265,3.412781525,3.19061486,3.586164246,3.280956314,1.713695815,2.541019153,3.283921772,2.82984956,2.885574364,1.735522177,2.970853654,2.700439718,2.17951105,3.012568674,3.802193217,3.434294618,2.570462931,2.039138394,3.9202933,3.321928095,3.247927513,2.739848103,2.875780063,4.667892125,2.370164281,2.211012193,3.232660757,3.085764554,2.392317423,3.007195501,2.893362211,2.994579724,3.176322773,3.319039816,3.198494154,2.927896454,3.054848477,2.475084883,3.442280035,2.748461233,2.280956314
C3AR1,NM_004054.2,Endogenous,7.906950707,7.162492037,7.509854162,8.037546954,7.759755056,6.989593185,8.167317781,5.638073837,8.022145843,7.367021533,8.162542388,7.814870816,7.582254908,7.397888508,8.434753311,8.3829698,7.87835751,8.471390711,8.433084636,7.977050906,8.110613806,7.820625746,6.4264325,7.881909289,8.383617901,7.826548487,8.080337882,8.269874722,7.974357225,8.220716892,7.180108069,7.938521046,8.176173149,7.948600847,7.549207089,8.006354133,7.233140296,6.676803354,7.828390402,8.13108526,7.025139562,8.198052084,7.204668951,8.316915047,7.311430456,5.516645558,7.99859043,8.178366074,7.147103144,7.370164281,7.920650595,6.607922067,7.604886762,8.155678407,7.021479727,8.228241497,7.153197331,8.035953757,7.418948884,7.00303998
C4A,NM_007293.2,Endogenous,4.139142019,7.058316496,5.464668267,4.421559945,6.586014083,5.252854626,5.54565954,5.787380222,5.325530332,5.317593505,4.685379552,5.500164679,5.845239126,4.958378712,6.227471546,5.877253454,5.100136671,5.189033824,5.791293149,5.704871964,5.380937195,5.412442825,6.497772018,5.285772093,4.868390453,4.952799478,4.566206293,5.547819957,5.617063344,5.199279721,5.270902649,4.526694846,5.779785005,5.060479781,4.968551603,5.23227701,6.560867774,6.773205157,5.910252963,5.766595162,6.499527024,5.588564737,5.233811384,5.397460726,6.183089461,7.376255649,5.41379715,6.74321873,6.329482431,5.238404739,5.586164246,7.320845668,5.489286023,5.913846824,5.56315813,5.51696066,5.484460413,6.025250322,5.142004916,4.311067102
C5,NM_001735.2,Endogenous,6.129695157,6.423914268,4.875780063,5.34269696,5.654206378,5.031659854,4.432959407,5.638073837,5.046578367,5.871597266,5.373996142,5.125568452,5.242983516,5.188638295,6.118110506,5.986638472,5.63691458,5.221877081,5.28798935,5.441948191,5.56924803,5.744161096,5.3305584,4.704871964,5.470536865,5.311430456,5.393004257,5.087462841,5.473462236,5.008092421,5.164303583,4.683696454,5.756222713,5.889230152,4.968551603,5.476057596,6.097189387,6.383185866,5.601993581,4.854993017,5.132988043,5.183486514,5.72492307,4.370164281,5.148527425,7.110091752,5.671010241,5.441284272,5.814806743,4.406672716,5.329123596,5.890446693,4.951867504,5.674969031,5.660495132,5.573192724,5.080231272,5.338424415,5.171126747,5.050501697
C6,NM_000065.2,Endogenous,1.831877241,2.582556003,1.794935663,2.272023189,1.500802053,1,2.077242999,2.682573297,2.615887074,1.35614381,1.700439718,2.485426827,3.010779839,2.671293372,2.695993813,3.510961919,1.13093087,2.601696516,3.195347598,1.963474124,2.498250868,2.22342255,4.023255352,1,2.358958826,2.582556003,2.422233001,1.646162657,2.498250868,2.475084883,1.500802053,2.17951105,2.182692298,2.627606838,2.666756592,3.155425432,2.364572432,3.381283373,2.618238656,1.778208576,1.275007047,2.207892852,4.023255352,1.13093087,1.895302621,4.547819957,1.807354922,4.72628629,2.327687364,1.910732662,1.454175893,2.327687364,1.996388746,1.604071324,1.070389328,3.206330648,2.217230716,3.070389328,2.584962501,1.438292852
C7,NM_000587.2,Endogenous,1.189033824,2.582556003,2.568032105,3.783456654,2.477677328,2.992768431,1.195347598,4.110196178,3.119356177,2.039138394,2.459431619,2.327687364,3.145677455,3.680324357,4.517905554,3.777156666,2.192194165,2.788685711,2.344828497,2.280956314,3.518535139,3.586164246,4.642701572,3.541019153,2.700439718,3.458119481,2.166715445,2.3950628,1.350497247,2.475084883,2.482848283,1.867896464,1.867896464,3.50589093,2.192194165,2.310340121,2.364572432,3.012568674,1.195347598,2.214124805,2.3950628,2.875780063,2.827819025,2.370164281,2.687060688,3.608809243,2.114367025,4.941106311,1.589763487,1.50589093,3.14404637,2.813524689,3.319039816,2.833902077,3.294253136,1.90303827,2.475084883,1.794935663,2.192194165,2.893362211
C8A,NM_000562.2,Endogenous,3.64385619,3.220329955,2.841973119,3.486714373,2.887525271,3.249445341,2.895302621,5.283921772,3.119356177,3.368768349,4.065227623,2.153805336,3.760220946,3.554588852,4.123500664,3.357552005,2.526068812,3.582556003,2.687060688,2.280956314,2.994579724,3.725741157,3.815575429,2.014355293,3.500802053,3.458119481,2.641546029,2.3950628,2.847996907,2.82374936,2.891419187,2.841973119,2.845991771,3.66106548,3.308885057,3.307428525,3.634593268,3.675815931,3.792855352,3.960697039,3.784503983,3.675815931,4.483493351,1.992768431,3.195347598,3.906890596,2.937344392,4.72628629,3.329123596,2.893362211,3.517275693,4.399854674,2.805292456,3.028569152,3.587364991,2.695993813,2.217230716,4.373648211,3.793895883,2.715893371
C8B,NM_000066.2,Endogenous,2.272023189,2.367371066,2.841973119,3.783456654,2.887525271,3.249445341,2.280956314,5.283921772,2.889473543,2.289834465,3.320484678,2.327687364,3.010779839,2.671293372,3.578938713,2.761285273,3.548436625,2.601696516,2.526068812,3.412781525,3.19061486,1.786596362,3.572889668,2.263034406,2.541019153,2.855989697,2.641546029,2.659924558,2.498250868,2.263034406,1.906890596,3.010779839,3.012568674,3.132576843,3.023255352,3.307428525,3.508428653,2.513490746,3.496973581,3.051372102,3.017921908,1.49057013,2.827819025,1.761285273,3.046141782,1.925999419,3.221877081,2.392317423,2.813524689,2.702657543,2.639232163,3.46727948,3.168321116,3.028569152,2.702657543,1.500802053,2.883620816,3.981852653,2.584962501,1.438292852
C9,NM_001737.3,Endogenous,3.314696526,2.582556003,3.736604875,2.272023189,2.695993813,3.249445341,2.763411574,4.110196178,2.889473543,1.735522177,3.320484678,2.485426827,3.918386234,3.263034406,4.680324357,2.987320866,2.797012978,3.10433666,2.344828497,3.276496666,2.498250868,2.22342255,3.280956314,2.970853654,2.358958826,1.807354922,2.641546029,2.066950244,1.735522177,2.82374936,2.22342255,2.435628594,3.298658316,3.3305584,2.855989697,2.310340121,2.629939409,3.012568674,3.321928095,2.550900665,2.3950628,2.207892852,3.723558561,1.761285273,2.469885976,4.710944155,1.807354922,2.392317423,2.592158002,1.910732662,3.279471296,3.176322773,2.319039816,2.61117238,3.122672719,2.887525271,2.475084883,3.442280035,1.948600847,2.147306699
CCL11,NM_002986.2,Endogenous,3.64385619,2.582556003,2.841973119,2.61117238,3.341985747,2.495695163,1.839959587,4.110196178,1.831877241,2.851998837,4.065227623,1.952333566,2.698218478,2.671293372,4.959770155,3.777156666,3.548436625,2.788685711,2.344828497,2.280956314,3.19061486,2.558267634,3.815575429,3.339137385,1.906890596,2.855989697,2.422233001,3.250961574,2.498250868,2.659924558,2.482848283,1.867896464,2.657640005,3.132576843,1,2.570462931,1.622930351,2.513490746,3.122672719,2.550900665,2.739848103,2.687060688,4.023255352,1.761285273,1.895302621,4.363871925,1.807354922,4.168321116,2.813524689,1.50589093,2.639232163,4.095080492,2.805292456,2.833902077,3.294253136,3.206330648,2.217230716,1.794935663,2.893362211,2.280956314
CCL13,NM_005408.2,Endogenous,3.116031993,2.582556003,2.568032105,3.486714373,3.46727948,3.125981654,3.228049048,5.283921772,2.615887074,3,3.613531653,3.08236197,3.267535798,2.897240426,3.578938713,2.987320866,3.548436625,3.681449265,2.963474124,3.124328135,2.498250868,3.43162296,5.074676686,2.014355293,2.97819563,2.855989697,1.855989697,2.066950244,2.498250868,2.475084883,3.060047384,2.653060017,1.867896464,2.627606838,2.666756592,2.792855352,2.629939409,3.381283373,3.321928095,3.422233001,3.017921908,1.895302621,4.271276259,2.799087306,2.687060688,4.152994605,2.367371066,4.72628629,2.592158002,2.482848283,2.994579724,2.813524689,2.998195503,2.347665656,3.448900951,2.220329955,2.693765712,4.5360529,3.550900665,2
CCL16,NM_004590.2,Endogenous,3.314696526,2.582556003,3.86393845,3.783456654,2.477677328,1.731183242,3.125981654,3.566815154,2.456806149,2.503348735,2.952333566,2.981852653,2.86393845,3.263034406,4.826802684,4.102658131,3.688180359,2.601696516,3.195347598,2.956056652,3.784503983,3.853995647,4.204766751,2.475084883,2.150559677,3.283921772,3.519793486,3.403267722,2.847996907,2.475084883,3.211012193,2.17951105,2.182692298,2.901108243,2.855989697,2.310340121,2.629939409,3.012568674,3.321928095,3.247927513,3.017921908,2.687060688,5.111448698,2.195347598,3.046141782,3.608809243,2.771885579,3.780310099,3.007195501,2.22342255,3.14404637,4.399854674,3.319039816,3.350497247,2.927896454,2.695993813,3.339137385,4.191404729,3.460742564,1.195347598
CCL17,NM_002987.2,Endogenous,3.64385619,3.343407822,3.596935142,3.114367025,2.695993813,3.361768359,2.895302621,4.503984704,3.008988783,3.13422094,4.065227623,3.350497247,3.267535798,3.680324357,4.959770155,3.510961919,2.797012978,2.788685711,2.831877241,3.653060017,3.518535139,3.257010618,4.510961919,2.014355293,3.099295204,3.613531653,3.519793486,1.646162657,3.13093087,2.263034406,3.47118746,2.17951105,3.298658316,3.132576843,2.666756592,3.570462931,3.046141782,3.9202933,3.9202933,2.214124805,4.173127433,2.46727948,5.233811384,3.224966365,3.456806149,4.710944155,2.114367025,4.168321116,3.592158002,3.061776198,3.517275693,4.531069493,3.168321116,3.488000771,3.713695815,2.887525271,2.693765712,4.5360529,2.893362211,2.513490746
CCL19,NM_006274.2,Endogenous,2.272023189,2.367371066,3.596935142,2.272023189,1.500802053,1.350497247,2.62058641,4.110196178,1.831877241,2.503348735,3.613531653,2.327687364,1.744161096,2.897240426,4.123500664,3.510961919,2.526068812,2.384049807,2.137503524,3.412781525,3.19061486,3.43162296,1.669026766,2.014355293,2.150559677,2.247927513,1.459431619,2.066950244,2.286881148,2.014355293,2.482848283,3.010779839,2.438292852,1.843983844,2.192194165,1.989139007,2.364572432,2.513490746,2.893362211,2.214124805,2.739848103,1.895302621,2.827819025,2.195347598,2.687060688,3.906890596,1.807354922,3.780310099,2.592158002,3.212569339,2.422233001,3.176322773,2.582556003,2.61117238,2.435628594,3.054848477,2.693765712,2.568032105,2.584962501,2.513490746
CCL2,NM_002982.3,Endogenous,2.61117238,2.582556003,3.736604875,2.61117238,1.90303827,2.032100843,2.077242999,4.110196178,1,1.735522177,2.952333566,1.443606651,2.513490746,2.40599236,3.876762491,6.581351247,3.025028794,2.601696516,2.687060688,2.280956314,2.498250868,2.558267634,1.669026766,1.713695815,2.150559677,3.283921772,2.422233001,1.646162657,1,1,2.22342255,2.17951105,2.438292852,3.802193217,2.448900951,1.575312331,2.629939409,3.012568674,3.122672719,3.051372102,2.739848103,3.193771743,3.723558561,1.13093087,1.895302621,3.608809243,2.367371066,4.72628629,2.592158002,2.482848283,2.827819025,2.327687364,1.996388746,1.604071324,2.107687869,2.695993813,1.90303827,3.442280035,2.192194165,2.147306699
CCL20,NM_004591.1,Endogenous,3.912649865,2.937344392,3.070389328,3.783456654,4.732811872,4.399854674,3.014355293,5.638073837,3.853995647,3.13422094,4.408032466,2.871843649,3.760220946,4.097610797,4.826802684,4.001802243,3.932628157,3.240314329,2.831877241,3.858975614,4.528571319,4.078951341,4.874796966,3.22650853,3.099295204,3.998195503,3.145677455,3.250961574,3.658782734,2.970853654,3.060047384,2.17951105,3.642701572,2.627606838,2.855989697,4.0721058,3.634593268,4.983221651,4.34269696,5.443275112,3.784503983,2.687060688,5.233811384,2.370164281,3.046141782,4.990501111,3.221877081,5.293149737,4.254745198,2.22342255,3.279471296,5.562547724,3.997292408,3.350497247,3.294253136,4.399854674,3.203201156,4.373648211,1.948600847,2.807354922
CCL21,NM_002989.2,Endogenous,3.489286023,2.114367025,2.568032105,3.486714373,1.90303827,1.731183242,2.280956314,5.067810784,2.277984747,2.289834465,3.320484678,1.722466024,2.298658316,2.671293372,3.203201156,3.777156666,3.815575429,2.384049807,1,3.124328135,2.994579724,3.060047384,3.572889668,2.475084883,2.700439718,3.085764554,1.459431619,3.250961574,1.350497247,2.475084883,1.906890596,3.160274831,2.657640005,3.3305584,1.475084883,2.98550043,2.039138394,3.675815931,3.321928095,3.247927513,3.627606838,3.3305584,2.827819025,1.992768431,2.687060688,3.906890596,2.584962501,3.780310099,2.813524689,2.482848283,2.163498732,3.46727948,1.584962501,2.347665656,1.678071905,3.206330648,2.693765712,3.070389328,2.403267722,2.715893371
CCL22,NM_002990.3,Endogenous,4.506525779,3.56315813,2.568032105,2.61117238,2.695993813,3.125981654,2.62058641,3.566815154,2.889473543,1.35614381,3.320484678,3.350497247,3.379898164,2.671293372,4.334139179,3.357552005,3.025028794,3.240314329,3.570462931,3.124328135,3.657640005,4.445594291,4.023255352,2.82374936,2.97819563,3.458119481,3.40599236,1.646162657,2.498250868,2.475084883,2.891419187,2.841973119,3.012568674,2.627606838,1.875780063,3.155425432,3.370164281,3.381283373,3.122672719,3.247927513,3.925999419,1.49057013,4.023255352,2.918386234,3.676944359,4.363871925,2.771885579,4.72628629,3.814550423,2.702657543,2.422233001,3.708187236,2.998195503,3.613531653,3.448900951,3.206330648,3.051372102,3.070389328,3.260025656,2.715893371
CCL23,NM_145898.1,Endogenous,3.64385619,2.937344392,3.736604875,3.642701572,2.887525271,4.171527106,3.125981654,3.566815154,2.759155834,3.13422094,4.408032466,2.625270489,3.67468662,3.680324357,4.680324357,3.510961919,3.393690764,3.240314329,3.084064265,3.124328135,3.657640005,3.257010618,3.815575429,3.10433666,3.313245852,3.753818443,2.166715445,2.3950628,2.684818738,3.10433666,1,3.010779839,3.423578171,1.843983844,2.855989697,2.570462931,3.370164281,3.675815931,3.651912745,3.247927513,2.739848103,3.775050541,2.827819025,3.69265037,2.87774425,3.906890596,3.458119481,4.941106311,3.465974465,2.22342255,1.851998837,4.255500733,2.805292456,3.198494154,2.927896454,2.477677328,3.203201156,4.373648211,2.403267722,4.459431619
CCL24,NM_002991.2,Endogenous,3.784503983,3.9202933,3.981852653,4.028569152,2.887525271,3.89917563,3.125981654,6.159669547,3.407352751,3.255500733,4.917909074,3.64385619,3.918386234,3.904002316,4.680324357,3.777156666,3.815575429,3.582556003,3.799087306,4.27351589,4.203984166,4.524815928,5.406672716,2.475084883,3.099295204,3.880685525,3.519793486,3.250961574,3.658782734,2.82374936,3.346247774,3.010779839,3.163498732,3.802193217,3.654206378,3.891419187,3.508428653,4.128458384,4.038260575,3.051372102,3.925999419,3.193771743,4.97819563,2.799087306,3.776103988,5.224580566,3.753818443,4.941106311,4.254745198,3.473786912,3.279471296,4.651338766,3.168321116,3.730096466,3.937344392,3.054848477,3.051372102,5.247927513,3.460742564,2.715893371
